tla	cop	egy_num	egy_lemma	demo_num	demo_lemma	english	german	tla_link	tla_link_d	MT
C3749	ⲥⲁⲥⲉ	127250	sꜣsꜣ	d5096	sꜥsj	to drive back; to repel	angreifen; umstürzen; zurückdrängen	https://thesaurus-linguae-aegyptiae.de/lemma/127250	https://thesaurus-linguae-aegyptiae.de/lemma/d5096	0
C3751	ⲥⲓⲥⲉ	143740	zz.w	NA	NA	dust (?); ashes (?)	Staub; Asche (?)	https://thesaurus-linguae-aegyptiae.de/lemma/143740	_	0
C3752	ⲥⲟⲥⲓ	NA	NA	d5097	sꜥsꜥ	[back]	aufheben, aufsetzen	_	https://thesaurus-linguae-aegyptiae.de/lemma/d5097	0
C3753	ⲥⲟⲩⲥⲟⲩ	NA	NA	d5586	ssw	[time]	Termin, Zeit, Tag	_	https://thesaurus-linguae-aegyptiae.de/lemma/d5586	0
C3754	ⲥⲟⲩⲥⲟⲩ	NA	NA	d5152	swsw	[time]	einen Termin setzen(?)	_	https://thesaurus-linguae-aegyptiae.de/lemma/d5152	0
C3755	ⲥⲱⲥ	127250	sꜣsꜣ	NA	NA	to drive back; to repel	angreifen; umstürzen; zurückdrängen	https://thesaurus-linguae-aegyptiae.de/lemma/127250	_	0
C3759	ⲥⲧⲱ	132440	sp.t	NA	NA	lip; edge; bank; shore	Lippe; Rand; Ufer	https://thesaurus-linguae-aegyptiae.de/lemma/132440	_	0
C3760	ⲥⲁⲧ	149520	sd	d5709	sd	tail	Schwanz	https://thesaurus-linguae-aegyptiae.de/lemma/149520	https://thesaurus-linguae-aegyptiae.de/lemma/d5709	0
C3761	ⲥⲏⲧ	149520	sd	d5709	sd	tail	Schwanz	https://thesaurus-linguae-aegyptiae.de/lemma/149520	https://thesaurus-linguae-aegyptiae.de/lemma/d5709	0
C3762	ⲥⲁⲧⲉ	150140	sḏ.t	d5728	stj(.t)	fire; flame	Feuer; Flamme	https://thesaurus-linguae-aegyptiae.de/lemma/150140	https://thesaurus-linguae-aegyptiae.de/lemma/d5728	0
C3763	ⲥⲁⲧⲉ	149660	sdꜣ	NA	NA	to tremble	zittern; zittern lassen	https://thesaurus-linguae-aegyptiae.de/lemma/149660	_	0
C3765	ⲥⲉⲧⲏ	138580	snṯ.t	dm468	sntj.t	foundation; plan (for a building)	Grundmauerwerk; Bauplan	https://thesaurus-linguae-aegyptiae.de/lemma/138580	https://thesaurus-linguae-aegyptiae.de/lemma/dm468	0
C3766	ⲥⲏⲧ	148520	Stẖ	d5767	Stḫ	Seth	Seth	https://thesaurus-linguae-aegyptiae.de/lemma/148520	https://thesaurus-linguae-aegyptiae.de/lemma/d5767	0
C3767	ⲥⲓⲧ	126130	zꜣ-tꜣ	d5069	sjt	son of the earth (i.e. snake)	Schlange	https://thesaurus-linguae-aegyptiae.de/lemma/126130	https://thesaurus-linguae-aegyptiae.de/lemma/d5069	0
C3768	ⲥⲓⲧⲉ	854553	sti̯	d5725	stj	shoot; send out; turn (face) towards; behold; (rays) fall (on); radiate; irradiate; ignite; burn; shine; tie; squirt; pour out seeds; pour; throw	schießen; aussenden; (Gesicht) hinwenden; erblicken; (Strahlen) fallen (auf); strahlen; bestrahlen; anzünden; brennen; leuchten; knüpfen; spritzen; Samen ergießen; ausgießen; schütten; werfen	https://thesaurus-linguae-aegyptiae.de/lemma/854553	https://thesaurus-linguae-aegyptiae.de/lemma/d5725	1
C3775	ⲥⲟⲧⲉ	147890	st.w	d5727	stj.t	arrow; dart	Pfeil; Speer	https://thesaurus-linguae-aegyptiae.de/lemma/147890	https://thesaurus-linguae-aegyptiae.de/lemma/d5727	0
C3776	ⲥⲟⲧⲉ	147890	st.w	d5727	stj.t	arrow; dart	Pfeil; Speer	https://thesaurus-linguae-aegyptiae.de/lemma/147890	https://thesaurus-linguae-aegyptiae.de/lemma/d5727	0
C3781	ⲥⲓⲧⲉ	NA	NA	d5730	stw	[to send out]	Strahl	_	https://thesaurus-linguae-aegyptiae.de/lemma/d5730	0
C3782	ⲥⲟⲧⲉ	127590	sꜣt	dm510	sṱj	dirt; impurity	Schmutz	https://thesaurus-linguae-aegyptiae.de/lemma/127590	https://thesaurus-linguae-aegyptiae.de/lemma/dm510	0
C3785	ⲥⲱⲧ	148840	sṯꜣ.t	d5716	sṯꜣ(.t)	aroura	Arure (Flächenmaß)	https://thesaurus-linguae-aegyptiae.de/lemma/148840	https://thesaurus-linguae-aegyptiae.de/lemma/d5716	0
C3787	ⲥⲱⲧ	854555	sṯꜣ	d5720	sṯꜣ(.ṱ)	pull; bring about; move along; flow; go (to); spin	ziehen; herbeiführen; dahinziehen; fließen; sich begeben (zu); spinnen	https://thesaurus-linguae-aegyptiae.de/lemma/854555	https://thesaurus-linguae-aegyptiae.de/lemma/d5720	1
C3789	ⲥⲱⲧ	854555	sṯꜣ	d5720	sṯꜣ(.ṱ)	pull; bring about; move along; flow; go (to); spin	ziehen; herbeiführen; dahinziehen; fließen; sich begeben (zu); spinnen	https://thesaurus-linguae-aegyptiae.de/lemma/854555	https://thesaurus-linguae-aegyptiae.de/lemma/d5720	1
C3792	ⲥⲱⲧⲉ	854555	sṯꜣ	d5720	sṯꜣ(.ṱ)	pull; bring about; move along; flow; go (to); spin	ziehen; herbeiführen; dahinziehen; fließen; sich begeben (zu); spinnen	https://thesaurus-linguae-aegyptiae.de/lemma/854555	https://thesaurus-linguae-aegyptiae.de/lemma/d5720	1
C3798	ⲥⲁⲧⲃⲉ	149770	sdb	d8195	sdb	to eat; to chew	essen	https://thesaurus-linguae-aegyptiae.de/lemma/149770	https://thesaurus-linguae-aegyptiae.de/lemma/d8195	0
C3800	ⲥⲧⲉⲃⲁⲉⲓϩ	149790	sdbḥ	d5733	stbḥ(.t)	equipment	Ausrüstung; Geräte	https://thesaurus-linguae-aegyptiae.de/lemma/149790	https://thesaurus-linguae-aegyptiae.de/lemma/d5733	0
C3801	ⲥⲟⲧⲃⲉϥ	NA	NA	d5734	stbḥ=f	equipment	Waffe	_	https://thesaurus-linguae-aegyptiae.de/lemma/d5734	0
C3806	ⲥⲧⲟⲓ	148990	sṯj	d5724	stj	fragrance; stench	Duft; Gestank; Geruch	https://thesaurus-linguae-aegyptiae.de/lemma/148990	https://thesaurus-linguae-aegyptiae.de/lemma/d5724	0
C3810	ⲥⲧⲏⲙ	149840	sdm	d5742	st(e)m	eye-paint	Schminke; Schminkmittel, Mittel zum Auftragen (med.)	https://thesaurus-linguae-aegyptiae.de/lemma/149840	https://thesaurus-linguae-aegyptiae.de/lemma/d5742	0
C3811	ⲥⲧⲏⲙⲟⲩ	139950	srdm	d5007	sꜣtm	[branches? fruit?]	Äste	https://thesaurus-linguae-aegyptiae.de/lemma/139950	https://thesaurus-linguae-aegyptiae.de/lemma/d5007	0
C3812	ⲥⲱⲧⲙ	150560	sḏm	d5743	sḏm	to hear; to listen	hören	https://thesaurus-linguae-aegyptiae.de/lemma/150560	https://thesaurus-linguae-aegyptiae.de/lemma/d5743	0
C3828	ⲥⲱⲧⲡ	854554	stp	d5735	stp(e)	(cut pieces of meat); cut up (slaughtered animal); select; choose	(Fleischstücke) auslösen; (Schlachttier) zerlegen; auswählen; wählen	https://thesaurus-linguae-aegyptiae.de/lemma/854554	https://thesaurus-linguae-aegyptiae.de/lemma/d5735	1
C3835	ⲥⲁⲧⲉⲉⲣⲉ	NA	NA	d5770	sttr(.t)	Stater [Greek: statêr]	Stater [griech. statêr]	_	https://thesaurus-linguae-aegyptiae.de/lemma/d5770	1
C3840	ⲥⲧⲱⲧ	149680	sdꜣdꜣ	NA	NA	to tremble; to make tremble	zittern; zittern lassen	https://thesaurus-linguae-aegyptiae.de/lemma/149680	_	0
C3844	ⲥⲱⲧϥ	148240	stf	d5740	stf	to decant (med.)	abgießen; überfluten	https://thesaurus-linguae-aegyptiae.de/lemma/148240	https://thesaurus-linguae-aegyptiae.de/lemma/d5740	0
C3847	ⲥⲁⲧϥⲉ	NA	NA	d5792	sḏf(.t)	[to spit]	Kanal(?)	_	https://thesaurus-linguae-aegyptiae.de/lemma/d5792	0
C3850	ⲥⲏⲩ	854542	sw	NA	NA	time; point in time; date; day of the month	Zeit; Zeitpunkt; Termin; Monatstag	https://thesaurus-linguae-aegyptiae.de/lemma/854542	_	1
C3857	ⲥⲟⲩ-	854542	sw	d5108	sw	time; point in time; date; day of the month	Zeit; Zeitpunkt; Termin; Monatstag	https://thesaurus-linguae-aegyptiae.de/lemma/854542	https://thesaurus-linguae-aegyptiae.de/lemma/d5108	1
C3858	ⲥⲏⲟⲩⲉ	NA	NA	d5106	s(e)w(ꜣ)	wrapping(?)	Umhüllung(?)	_	https://thesaurus-linguae-aegyptiae.de/lemma/d5106	1
C3860	ⲥⲓⲟⲩ	131180	sbꜣ	d5107	sw	star	Stern	https://thesaurus-linguae-aegyptiae.de/lemma/131180	https://thesaurus-linguae-aegyptiae.de/lemma/d5107	0
C3862	ⲥⲟⲟⲩ	128520	sjs	NA	NA	six	sechs	https://thesaurus-linguae-aegyptiae.de/lemma/128520	_	0
C3863	ⲥⲟ	128520	sjs	NA	NA	six	sechs	https://thesaurus-linguae-aegyptiae.de/lemma/128520	_	0
C3866	ⲥⲟⲩⲟ	129420	zw.t	d5104	sw	[a kind of wheat]	[eine Emmervarietät]	https://thesaurus-linguae-aegyptiae.de/lemma/129420	https://thesaurus-linguae-aegyptiae.de/lemma/d5104	0
C3867	ⲥⲱⲟⲩⲃⲉⲛ	136970	snb	dm5958	swb	[a plant associated with Lower Egypt (papyrus?)]	[eine Pflanze]	https://thesaurus-linguae-aegyptiae.de/lemma/136970	https://thesaurus-linguae-aegyptiae.de/lemma/dm5958	0
C3868	ⲥⲟⲩⲕⲏ	132210	sbg	d5159	swgꜣ	Mercury (the planet)	Merkur (Planet)	https://thesaurus-linguae-aegyptiae.de/lemma/132210	https://thesaurus-linguae-aegyptiae.de/lemma/d5159	0
C3870	ⲥⲟⲩⲉⲛ	130160	swn.t	d5122	swn	trade; price	Handel; Kaufpreis	https://thesaurus-linguae-aegyptiae.de/lemma/130160	https://thesaurus-linguae-aegyptiae.de/lemma/d5122	0
C3871	ⲥⲟⲟⲩⲛ	130150	swn	d5121	swn(e)	to recognize	erkennen	https://thesaurus-linguae-aegyptiae.de/lemma/130150	https://thesaurus-linguae-aegyptiae.de/lemma/d5121	0
C3881	ⲥⲟⲟⲩⲧⲛ	149730	sdwn	d5166	swtn	to fall to pieces (of a boat); to spring (of planks)	zerfallen (vom ausgetrockneten Schiff); (sich) strecken; (sich) ausstrecken	https://thesaurus-linguae-aegyptiae.de/lemma/149730	https://thesaurus-linguae-aegyptiae.de/lemma/d5166	0
C3889	ⲥⲟⲟⲩϩⲉ	130630	swḥ.t	d5143	swḥ(j.t)	egg	Ei	https://thesaurus-linguae-aegyptiae.de/lemma/130630	https://thesaurus-linguae-aegyptiae.de/lemma/d5143	0
C3890	ⲥⲱⲟⲩϩ	140540	sḥwi̯	d5138	swḥ	to collect; to assemble	zusammenfassen; sammeln	https://thesaurus-linguae-aegyptiae.de/lemma/140540	https://thesaurus-linguae-aegyptiae.de/lemma/d5138	0
C3897	ⲥⲁⲭⲟⲗ	146910	skr	NA	NA	[a vessel]	Glocke (?)	https://thesaurus-linguae-aegyptiae.de/lemma/146910	_	0
C3898	ⲥⲁⲭⲙⲓ	142250	Sḫm.t	d5521	Sḫm(j.t)	Sakhmet	Sachmet	https://thesaurus-linguae-aegyptiae.de/lemma/142250	https://thesaurus-linguae-aegyptiae.de/lemma/d5521	0
C3899	ⲥⲓϣⲉ	NA	NA	d5549	sh̭j	[to be bitter]	bitter sein, schrill sein	_	https://thesaurus-linguae-aegyptiae.de/lemma/d5549	0
C3900	ⲥⲓϣⲉ	141440	sḫ.w	d5502	sḫj	gallbladder	Galle	https://thesaurus-linguae-aegyptiae.de/lemma/141440	https://thesaurus-linguae-aegyptiae.de/lemma/d5502	0
C3903	ⲥⲱϣ	141400	zḫi̯	d5495	sḫ(j)	to hit; to smite; to beat	schlagen; zerschlagen	https://thesaurus-linguae-aegyptiae.de/lemma/141400	https://thesaurus-linguae-aegyptiae.de/lemma/d5495	0
C3905	ⲥⲁϣ	141420	zḫ.t	d5505	sḫj(.t)	blow	Schlag	https://thesaurus-linguae-aegyptiae.de/lemma/141420	https://thesaurus-linguae-aegyptiae.de/lemma/d5505	0
C3906	ⲥⲁϣ	141420	zḫ.t	d5488	sḫ	blow	Schlag	https://thesaurus-linguae-aegyptiae.de/lemma/141420	https://thesaurus-linguae-aegyptiae.de/lemma/d5488	0
C3910	ⲥⲱϣ	NA	NA	d5593	sš(e)(j)	[to strike, beat]	verachten, spotten; verachtenswert sein; gewöhnlich sein, verbreitet sein	_	https://thesaurus-linguae-aegyptiae.de/lemma/d5593	0
C3912	ⲥⲁϣ	NA	NA	dm7894	sš	[to strike, beat]	Verachtung, Beleidigung	_	https://thesaurus-linguae-aegyptiae.de/lemma/dm7894	0
C3918	ⲥⲱϣⲉ	141760	sḫꜣḫ	NA	NA	to hasten	eilen, sich beeilen; beschleunigen	https://thesaurus-linguae-aegyptiae.de/lemma/141760	_	0
C3920	ⲥⲱϣⲉ	141480	sḫ.t	d5491	sḫ(.t)	marshland; country	Feld; Weide; Marschland	https://thesaurus-linguae-aegyptiae.de/lemma/141480	https://thesaurus-linguae-aegyptiae.de/lemma/d5491	0
C3922	ⲥⲱϣⲙ	157480	šsm	NA	NA	to be red; to be inflamed	entzündet sein (der Augen)	https://thesaurus-linguae-aegyptiae.de/lemma/157480	_	0
C3928	ⲥⲱϣⲧ	854549	sḫti̯	d5537	sḫt	to take (something); to take back; to make retreat; to drive back	(etwas) nehmen; zurücknehmen; zurückweichen lassen; zurücktreiben	https://thesaurus-linguae-aegyptiae.de/lemma/854549	https://thesaurus-linguae-aegyptiae.de/lemma/d5537	1
C3929	ⲥⲁϣⲧ	NA	NA	dm7891	sẖt	[behind]	Behinderung; Zurechtweisung	_	https://thesaurus-linguae-aegyptiae.de/lemma/dm7891	0
C3930	ϣⲟϣⲧ	NA	NA	dm3088	ššṱḥ	key (or similar)	Schlüssel (o.ä.)	_	https://thesaurus-linguae-aegyptiae.de/lemma/dm3088	1
C3931	ⲥⲁϣϥ	133760	sfḫ	NA	NA	seven	sieben	https://thesaurus-linguae-aegyptiae.de/lemma/133760	_	0
C3932	ⲥⲁϣϥⲉ	133760	sfḫ	NA	NA	seven	sieben	https://thesaurus-linguae-aegyptiae.de/lemma/133760	_	0
C3934	ⲥⲓϣϥ	133790	sfḫ	NA	NA	what is laid aside (a garment, a wreath)	das Abgelegte; Opfer	https://thesaurus-linguae-aegyptiae.de/lemma/133790	_	0
C3935	ⲥⲱϣϥ	854535	ḫsf	d4603	ḫsf	to ward off; to reject; to confront (in court); to go to meet (someone); to approach; to answer; to turn around; to punish	abwehren; abweisen; entgegentreten (vor Gericht); (jmdm.) entgegen gehen; sich nähern; antworten; sich umwenden; strafen	https://thesaurus-linguae-aegyptiae.de/lemma/854535	https://thesaurus-linguae-aegyptiae.de/lemma/d4603	1
C3937	ⲥⲁϥ	133440	sf	d5266	sf	yesterday	das Gestern	https://thesaurus-linguae-aegyptiae.de/lemma/133440	https://thesaurus-linguae-aegyptiae.de/lemma/d5266	0
C3939	ⲥⲏϥⲉ	133420	zf.t	d5269	sfj(.t)	knife; sword	Schwert; Messer	https://thesaurus-linguae-aegyptiae.de/lemma/133420	https://thesaurus-linguae-aegyptiae.de/lemma/d5269	0
C3940	ⲥⲏϥⲉ	133420	zf.t	dm1534	sf(j)	knife; sword	Schwert; Messer	https://thesaurus-linguae-aegyptiae.de/lemma/133420	https://thesaurus-linguae-aegyptiae.de/lemma/dm1534	0
C3941	ⲥⲓϥⲉ	133990	sfṯ	d5270	sf(j)	[one of the seven sacred oils]	[eines der sieben heiligen Öle]	https://thesaurus-linguae-aegyptiae.de/lemma/133990	https://thesaurus-linguae-aegyptiae.de/lemma/d5270	0
C3943	ⲥⲱⲱϥ	NA	NA	d5267	sf	[to be unclean]	beflecken(?); unrein sein	_	https://thesaurus-linguae-aegyptiae.de/lemma/d5267	0
C3945	ⲥⲱⲱϥ	884630	sjf	NA	NA	[to be unclean]	Unreinlichkeit	https://thesaurus-linguae-aegyptiae.de/lemma/884630	_	0
C3951	ⲥⲁϩ	127060	sꜣḥ	NA	NA	awl; borer	Bohrer; Ahle	https://thesaurus-linguae-aegyptiae.de/lemma/127060	_	0
C3952	ⲥⲓϩⲉ	858549	shꜣ	d5438	shj	reverse; pervert; cheat; spoil (trans.); neglect	umkehren; verkehren; betrügen; verderben (trans.); vernachlässigen	https://thesaurus-linguae-aegyptiae.de/lemma/858549	https://thesaurus-linguae-aegyptiae.de/lemma/d5438	1
C3954	ⲥⲟⲟϩⲉ	140090	shꜣi̯	NA	NA	to bring down; to make fall	herabsteigen lassen; fallen lassen	https://thesaurus-linguae-aegyptiae.de/lemma/140090	_	0
C3957	ⲥⲟⲟϩⲉ	129190	sꜥḥꜥ	d5093	sꜥḥꜥ	to erect; to set up; to make stand	aufstellen; aufrichten	https://thesaurus-linguae-aegyptiae.de/lemma/129190	https://thesaurus-linguae-aegyptiae.de/lemma/d5093	0
C3959	ⲥⲟϩⲉ	129190	sꜥḥꜥ	d5093	sꜥḥꜥ	to erect; to set up; to make stand	aufstellen; aufrichten	https://thesaurus-linguae-aegyptiae.de/lemma/129190	https://thesaurus-linguae-aegyptiae.de/lemma/d5093	0
C3963	ⲥⲱϩ	143410	zẖ.y	dm3125	sh̭	deaf person	Tauber (Gehörloser)	https://thesaurus-linguae-aegyptiae.de/lemma/143410	https://thesaurus-linguae-aegyptiae.de/lemma/dm3125	0
C3965	ⲥⲱϩⲉ	854548	sḫt	d5151	swẖ	prepare	zurichten	https://thesaurus-linguae-aegyptiae.de/lemma/854548	https://thesaurus-linguae-aegyptiae.de/lemma/d5151	1
C3970	ⲥⲁϩⲧ	143190	sḫt.j	d5539	sḫt(.ṱ)	weaver	Weber	https://thesaurus-linguae-aegyptiae.de/lemma/143190	https://thesaurus-linguae-aegyptiae.de/lemma/d5539	0
C3971	ⲥϩⲃⲏⲏⲧⲉ	NA	NA	d5737	stp-p.t	Foam(?)	Schaum(?)	_	https://thesaurus-linguae-aegyptiae.de/lemma/d5737	1
C3972	ⲥϩⲁⲓ	600375	zẖꜣ	d5552	sẖ	to write; to paint; to work as a scribe	schreiben; malen	https://thesaurus-linguae-aegyptiae.de/lemma/600375	https://thesaurus-linguae-aegyptiae.de/lemma/d5552	0
C3981	ⲥⲁϩ	855553	zẖꜣ.w	d5554	sẖ	Writer	Schreiber	https://thesaurus-linguae-aegyptiae.de/lemma/855553	https://thesaurus-linguae-aegyptiae.de/lemma/d5554	1
C3982	ⲥⲁϩ	855553	zẖꜣ.w	d5554	sẖ	Writer	Schreiber	https://thesaurus-linguae-aegyptiae.de/lemma/855553	https://thesaurus-linguae-aegyptiae.de/lemma/d5554	1
C3983	ⲥϧⲓ	450097	zẖꜣ.w	d5553	sẖ	writing; record; depiction	Schrift; Schriftstück	https://thesaurus-linguae-aegyptiae.de/lemma/450097	https://thesaurus-linguae-aegyptiae.de/lemma/d5553	0
C3986	ⲥϩⲓⲙⲉ	125370	z.t-ḥm.t	d5458	sḥm.t	woman	Frau; weibliche Person	https://thesaurus-linguae-aegyptiae.de/lemma/125370	https://thesaurus-linguae-aegyptiae.de/lemma/d5458	0
C3992	ⲥⲱϩⲙ	143540	sẖm	d5578	sẖm	to be hasty; to be impetuous	schroff vorgehen	https://thesaurus-linguae-aegyptiae.de/lemma/143540	https://thesaurus-linguae-aegyptiae.de/lemma/d5578	0
C3993	ⲥⲁϩⲛⲉ	140780	sḥn	d5461	sḥn	to command; to provide	beauftragen; ausrüsten	https://thesaurus-linguae-aegyptiae.de/lemma/140780	https://thesaurus-linguae-aegyptiae.de/lemma/d5461	0
C3996	ⲟⲩⲉϩⲥⲁϩⲛⲉ	NA	NA	d1206	wꜣḥ-sḥn(e)	command	befehlen	_	https://thesaurus-linguae-aegyptiae.de/lemma/d1206	1
C3998	*ⲥⲁϩⲛⲉ	851680	sḫni̯	NA	NA	float; let float down	schweben; niederschweben lassen	https://thesaurus-linguae-aegyptiae.de/lemma/851680	_	1
C3999	ⲥⲱϩⲡ	143480	sẖb	NA	NA	to swallow (something liquid); to quaff	verschlingen; einschlürfen; (Heilmittel) einnehmen	https://thesaurus-linguae-aegyptiae.de/lemma/143480	_	0
C4001	ⲥⲓϩⲡⲉ	143490	sẖb.w	NA	NA	[a draught (med.)]	Trankmittel	https://thesaurus-linguae-aegyptiae.de/lemma/143490	_	0
C4003	ⲧ-	851622	tꜣ	d6978	tꜣ	[Dem. Pron. sg.f.]; [Article sg.f.]	[Dem. Pron. sg.f.]; [Artikel sg.f.]	https://thesaurus-linguae-aegyptiae.de/lemma/851622	https://thesaurus-linguae-aegyptiae.de/lemma/d6978	1
C4006	ⲧⲁ-	550052	tꜣ-n.t	d7051	ta	she of	die des [Possessivpräfix sg.f.]	https://thesaurus-linguae-aegyptiae.de/lemma/550052	https://thesaurus-linguae-aegyptiae.de/lemma/d7051	0
C4007	ⲧⲉ	851662	tꜣj	d7039	tꜣj	[Dem.Pron. sg.f.]	[Dem.Pron. sg.f.]	https://thesaurus-linguae-aegyptiae.de/lemma/851662	https://thesaurus-linguae-aegyptiae.de/lemma/d7039	1
C4010	ⲧⲏ	172700	tr	d6982	tꜣ	time; season	Zeit; Zeitpunkt; Jahreszeit	https://thesaurus-linguae-aegyptiae.de/lemma/172700	https://thesaurus-linguae-aegyptiae.de/lemma/d6982	0
C4017	ⲧⲏ	854583	dwꜣ.t	d7137	dwꜣ(.t)	Duat; underworld; crypt; burial chamber; cave; abyss	Duat; Unterwelt; Krypta; Grabkammer; Höhle; Abgrund	https://thesaurus-linguae-aegyptiae.de/lemma/854583	https://thesaurus-linguae-aegyptiae.de/lemma/d7137	1
C4018	ⲧⲏ	177830	dy	d7086	dj	here; there	hier; hierher; da, dort	https://thesaurus-linguae-aegyptiae.de/lemma/177830	https://thesaurus-linguae-aegyptiae.de/lemma/d7086	0
C4019	ⲧⲏ	851662	tꜣj	d7038	tꜣj	[Dem.Pron. sg.f.]	[Dem.Pron. sg.f.]	https://thesaurus-linguae-aegyptiae.de/lemma/851662	https://thesaurus-linguae-aegyptiae.de/lemma/d7038	1
C4020	ϯ	851711	rḏi̯	d7055	dj	give; arrange	geben; veranlassen	https://thesaurus-linguae-aegyptiae.de/lemma/851711	https://thesaurus-linguae-aegyptiae.de/lemma/d7055	1
C4050	ϯ	NA	NA	dm4812	dj	[to restrain, suppress)	kämpfen	_	https://thesaurus-linguae-aegyptiae.de/lemma/dm4812	0
C4065	ⲧⲟ	854573	tꜣ	d6979	tꜣ	Earth; land (as an element of the cosmos); land (geopolitical); Egypt; soil (material); arable land; arable land; [a unit of area]	Erde; Land (als Element des Kosmos); Land (geogr.-polit.); Ägypten; Erdreich (stofflich); Ackerboden; bebaubares Land; [ein Flächenmaß]	https://thesaurus-linguae-aegyptiae.de/lemma/854573	https://thesaurus-linguae-aegyptiae.de/lemma/d6979	1
C4066	ⲧⲟⲉ	179800	dnj.t	d7328	dnj.t	share; portion	Teil; Anteil	https://thesaurus-linguae-aegyptiae.de/lemma/179800	https://thesaurus-linguae-aegyptiae.de/lemma/d7328	0
C4070	ⲧⲟⲉ	169790	tj.t	d7518	ṱjꜣ	image; form; sign	Zeichen; Figur; Gestalt; Fleck; Muster	https://thesaurus-linguae-aegyptiae.de/lemma/169790	https://thesaurus-linguae-aegyptiae.de/lemma/d7518	0
C4071	ⲧⲟⲉ	169790	tj.t	d7518	ṱjꜣ	image; form; sign	Zeichen; Figur; Gestalt; Fleck; Muster	https://thesaurus-linguae-aegyptiae.de/lemma/169790	https://thesaurus-linguae-aegyptiae.de/lemma/d7518	0
C4073	ⲧⲱ⸗	550046	tꜣy=	d7044	tꜣj=	[poss. adj., fem. sing.]	[Poss.artikel sg.f.]	https://thesaurus-linguae-aegyptiae.de/lemma/550046	https://thesaurus-linguae-aegyptiae.de/lemma/d7044	0
C4075	ⲧⲃⲁ	183450	ḏbꜥ	d7198	tbꜥ	ten thousand	Zehntausend; zehntausend	https://thesaurus-linguae-aegyptiae.de/lemma/183450	https://thesaurus-linguae-aegyptiae.de/lemma/d7198	0
C4078	ⲧⲉⲃⲓ	NA	NA	d7218	ḏbꜥ(.t)	[finger]	Obol	_	https://thesaurus-linguae-aegyptiae.de/lemma/d7218	0
C4079	ⲧⲉⲃⲓ	NA	NA	d7218	ḏbꜥ(.t)	[finger]	Obol	_	https://thesaurus-linguae-aegyptiae.de/lemma/d7218	0
C4080	ⲧⲉⲃⲓ	183240	ḏbꜣ	d7094	tjb	[a multi-colored kilt]	[ein Schurz mit Tierschwanz]	https://thesaurus-linguae-aegyptiae.de/lemma/183240	https://thesaurus-linguae-aegyptiae.de/lemma/d7094	0
C4081	ⲧⲏⲏⲃⲉ	183430	ḏbꜥ	d7196	ḏbꜥ	finger	Finger	https://thesaurus-linguae-aegyptiae.de/lemma/183430	https://thesaurus-linguae-aegyptiae.de/lemma/d7196	0
C4083	ⲧⲱⲃⲉ	878588	Tꜣ-ꜥꜣb.t	NA	NA	Donation (festival); Donation (month name); Tobe (1st month of the Peret season)	Spende (Fest); Spende (Monatsname); Tobe (1. Monat des Peret-Jahreszeit)	https://thesaurus-linguae-aegyptiae.de/lemma/878588	_	1
C4084	ⲧⲱⲱⲃⲉ	183120	ḏb.t	d7170	db(.t)	brick; sheet; ingot (also as a unit of measure)	Ziegel; Platte; Barren (als Maß)	https://thesaurus-linguae-aegyptiae.de/lemma/183120	https://thesaurus-linguae-aegyptiae.de/lemma/d7170	0
C4085	ⲧⲱⲱⲃⲉ	183120	ḏb.t	d7170	db(.t)	brick; sheet; ingot (also as a unit of measure)	Ziegel; Platte; Barren (als Maß)	https://thesaurus-linguae-aegyptiae.de/lemma/183120	https://thesaurus-linguae-aegyptiae.de/lemma/d7170	0
C4086	ⲧⲱⲱⲃⲉ	183460	ḏbꜥ	d7197	ḏbꜥ	to seal	siegeln; verschließen	https://thesaurus-linguae-aegyptiae.de/lemma/183460	https://thesaurus-linguae-aegyptiae.de/lemma/d7197	0
C4092	ⲧⲃⲃⲉ	183530	ḏbꜥ.wt	NA	NA	seal; seal impression	Siegel; Siegelabdruck; Siegelung	https://thesaurus-linguae-aegyptiae.de/lemma/183530	_	0
C4093	ⲧⲱⲱⲃⲉ	854590	ḏbꜣ	d7178	ḏbꜣ	replace; pay; repay; equip; clothe; decorate; be clogged; clog; fill	ersetzen; bezahlen; vergelten; ausrüsten; bekleiden; schmücken; vestopft sein; verstopfen; füllen	https://thesaurus-linguae-aegyptiae.de/lemma/854590	https://thesaurus-linguae-aegyptiae.de/lemma/d7178	1
C4105	ⲧⲃⲁⲓ-	171450	tp.j	NA	NA	being upon; having authority over	befindlich auf; an der Spitze	https://thesaurus-linguae-aegyptiae.de/lemma/171450	_	0
C4107	ⲧⲃⲏⲗ	178580	dbn	dm4793	tbl	round-topped wooden box	runder Holzkasten	https://thesaurus-linguae-aegyptiae.de/lemma/178580	https://thesaurus-linguae-aegyptiae.de/lemma/dm4793	0
C4109	ⲧⲃⲛⲏ	850078	tp-n-ꜥw.t	d7244	tp-n-ı ͗ꜣw.t	best of animals (cattle)	Vieh ("Das Beste an Tieren"); Tier	https://thesaurus-linguae-aegyptiae.de/lemma/850078	https://thesaurus-linguae-aegyptiae.de/lemma/d7244	0
C4115	ⲧⲃⲏⲣ	77510	mtbr	d2316	mꜣṱbꜣl	field of battle	Schlachtfeld	https://thesaurus-linguae-aegyptiae.de/lemma/77510	https://thesaurus-linguae-aegyptiae.de/lemma/d2316	0
